20.467812607695716	23.65986866166793
40.93562521539143	61.1262119551576
61.40343782308715	107.54886919889759
81.87125043078287	157.8283278236786
102.33906303847859	214.12750416787367
122.8068756461743	271.2184265706428
143.27468825387	335.0359683642837
163.74250086156573	401.69745012550993
184.21031346926145	467.82078214987996
204.67812607695717	539.8746286381793
225.1459386846529	601.1394168703773
245.6137512923486	680.3744443237592
266.08156390004433	757.8848023672326
286.54937650774	838.1200460178661
307.01718911543577	912.4604295693716
327.48500172313146	975.6056917778624
347.9528143308272	1071.5562682880773
368.4206269385229	1154.1873820890469
388.88843954621865	1235.4996331019647
409.35625215391434	1327.820783488758
429.8240647616101	1421.501468604998
450.2918773693058	1480.3347441673104
470.7596899770015	1574.0154526163242
491.2275025846972	1686.430785233766
511.6953151923929	1806.4285500868282
532.1631278000887	1884.8610324542387
552.6309404077844	1971.2442188381392
573.09875301548	2086.725859631115
593.5665656231758	2190.2312113596417
614.0343782308715	2281.630679118156
